order_id,customer_id,customer_name,restaurant,items,order_total,delivery_minutes,rating,coupon_code,status,order_date,date_format
ORD-1015,CUST-542,Alexandru Dumitru,bbq barn, Iced Tea|Coleslaw,RON 16,33,5,,lost,not-a-date,invalid
ORD-1007,CUST-530,Carmen Ungureanu,Dessert Den,Coffee,8 RON,33,,,completed,2026-04-20,YYYY-MM-DD
ORD-1017,CUST-539,Ana Popescu,Pasta Paradise,Spaghetti Carbonara|Fettuccine Alfredo|Mineral Water,79 RON,56,4,FIRSTORDER,completed,2026-05-01,YYYY-MM-DD
ORD-1018,CUST-510,Elena Radu,Taco Fiesta,Limeade|Nachos|Guacamole,37 RON,57,4,,completed,2026-04-02,YYYY-MM-DD
ORD-1019,CUST-503,Vlad Dima,Dessert Den,Brownie|Ice Cream Sundae,33 RON,55,4,SAVE20,completed,2026-04-27,YYYY-MM-DD
ORD-1020,CUST-544,Alexandru Dumitru,Pasta Paradise,Garlic Bread|Fettuccine Alfredo,48 RON,not-a-number,,,completed,2026-04-16,YYYY-MM-DD
ORD-1021,CUST-544,Ana Popescu,Sushi House,Tuna Roll|Miso Soup,26 RON,47,1,,completed,2026-04-02,YYYY-MM-DD
ORD-1022,CUST-519,Ana Popescu,DESSERT DEN,ice cream sundae|coffee,26.00RON,243,3,,completed,2026-04-20,YYYY-MM-DD
ORD-1023,CUST-546,Andrei Stan,Taco Fiesta,Beef Taco|Guacamole|Limeade,-34 RON,56,4,,completed,2026-04-10,YYYY-MM-DD
ORD-1008,CUST-502,Carmen Ungureanu,Curry Corner,Naan Bread,8 RON,30,6,,completed,2026-04-28,YYYY-MM-DD
ORD-1025,CUST-543,Mihai Ionescu,Dessert Den,Brownie,15 RON,49,,,completed,2026-04-21,YYYY-MM-DD
ORD-1026,CUST-541,Ana Popescu,Sushi House,Salmon Roll|Green Tea,23 RON,300,,,completed,2026-04-14,YYYY-MM-DD
ORD-1027,CUST-542,Ana Popescu,bbq barn,Cornbread , 8 ,47,0,,completed,,missing
ORD-1028,CUST-547,Elena Radu,BBQ Barn,Coleslaw,10 RON,60,,,completed,2026-04-26,YYYY-MM-DD
ORD-1029,CUST-517,Vlad Dima,Pasta Paradise,Garlic Bread|Mineral Water|Tiramisu,35 RON,fast,4,WELCOME10,completed,2026-04-17,YYYY-MM-DD
ORD-1030,CUST-516,Maria Popa,Burger Planet,Double Burger|Onion Rings,46 RON,-12,3,WELCOME10,completed,2026-04-21,YYYY-MM-DD
ORD-1031,CUST-515,Ana Popescu,Wok Express,Dumplings|Green Tea|Spring Rolls,35 RON,-12,,SAVE20,completed,2026-04-29,YYYY-MM-DD
ORD-1032,CUST-518,Carmen Ungureanu,Curry Corner,Lamb Biryani,38 RON,38,,,completed,2026-04-21,YYYY-MM-DD
ORD-1033,CUST-504,Ruxandra Mihail,Salad Station,Fruit Cup,15 RON,40,4,,completed,2026-04-19,YYYY-MM-DD
ORD-1034,CUST-527,Mihai Ionescu,Dessert Den,Brownie|Cheesecake,35 RON,40,4,,completed,2026-04-01,YYYY-MM-DD
ORD-1035,CUST-537,Ioana Marin,Pasta Paradise,Spaghetti Carbonara,38 RON,130,5,,completed,2026-04-10,YYYY-MM-DD
ORD-1036,CUST-540,,Taco Fiesta,Nachos|Chicken Taco|Beef Taco,47 RON,58,5,,completed,2026-04-17,YYYY-MM-DD
ORD-1037,CUST-505,Diana Voinea,Pizza Palace,Pepperoni Pizza|Breadsticks,50 RON,42,,,completed,2026-04-29,YYYY-MM-DD
ORD-1038,CUST-512,Elena Radu,Taco Fiesta,Limeade,7 RON,159,4,,completed,2026-04-21,YYYY-MM-DD
ORD-1039,CUST-539,Andrei Stan,Dessert Den,Brownie|Coffee|Chocolate Cake,45 RON,27,5,SAVE20,completed,2026-04-02,YYYY-MM-DD
ORD-1023,CUST-550,Diana Voinea,burger planet, Double Burger|Cheeseburger,57 RON,192,2,,,04/23/2026,MM/DD/YYYY
ORD-1041,CUST-544,Stefan Iorga,Salad Station,Greek Salad,20 RON,50,1,FIRSTORDER,completed,2026-04-15,YYYY-MM-DD
ORD-1042,CUST-513,Elena Radu,Burger Planet,Cola|Chicken Burger|Milkshake,51 RON,50,1,SUPERFREE,completed,2026-04-20,YYYY-MM-DD
ORD-1043,CUST-541,Vlad Dima,Curry Corner,Mango Lassi|Chicken Tikka,44 RON,30,2,,completed,2026-04-09,YYYY-MM-DD
ORD-1044,CUST-534,Elena Radu,Burger Planet,Milkshake|Cola|Chicken Burger,51 RON,31,3,SAVE20,completed,2026-04-27,YYYY-MM-DD
ORD-1045,CUST-539,Carmen Ungureanu,Pizza Palace,Garlic Dip,8 RON,53,,FIRSTORDER,completed,2026-04-20,YYYY-MM-DD
ORD-1015,CUST-549,Diana Voinea,Pasta Paradise,Spaghetti Carbonara|Mineral Water|Fettuccine Alfredo,-10 RON,31,,SUPERFREE,completed,2026-04-17,YYYY-MM-DD
ORD-1047,CUST-512,Diana Voinea,bbq barn,  Iced Tea  ,6 ron,20,,,completed,2026-04-21,YYYY-MM-DD
ORD-1048,CUST-513,Elena Radu,Pasta Paradise,Garlic Bread|Fettuccine Alfredo|Spaghetti Carbonara,86 RON,fast,4,FIRSTORDER,completed,2026-04-29,YYYY-MM-DD
ORD-1049,CUST-538,Bogdan Florea,Sushi House,Sashimi Platter|Edamame|Salmon Roll,75 RON,57,2,WELCOME10,completed,2026-04-30,YYYY-MM-DD
ORD-1050,CUST-512,Bogdan Florea,Sushi House,Salmon Roll|Green Tea|Edamame,35 RON,not-a-number,5,,completed,2026-04-08,YYYY-MM-DD
ORD-1051,CUST-523,Bogdan Florea,Burger Planet,Fries|Cola,20 RON,0,,,completed,2026-04-17,YYYY-MM-DD
ORD-1052,CUST-509,Carmen Ungureanu, Salad Station ,fruit cup|Quinoa Bowl,,26,1, LOYALTY5,completed,not-a-date,invalid
ORD-1053,CUST-534,Bogdan Florea,Wok Express,Kung Pao Chicken,,60,2,,completed,2026-04-04,YYYY-MM-DD
ORD-1054,CUST-541,Carmen Ungureanu,Dessert Den,Chocolate Cake|Ice Cream Sundae|Cheesecake,60 RON,52,2,FIRSTORDER,completed,2026-04-23,YYYY-MM-DD
ORD-1022,CUST-541,Stefan Iorga,Curry Corner,Lamb Biryani|Mango Lassi,50 RON,not-a-number,2,,completed,2026-04-03,YYYY-MM-DD
ORD-1056,CUST-518,Carmen Ungureanu,Sushi House,Miso Soup,-10 RON,300,3,,completed,2026-05-01,YYYY-MM-DD
ORD-1057,CUST-519,Laura Constantinescu, Wok Express ,kung pao chicken| Dumplings| Green Tea, 55 ,49,5,,done,not-a-date,invalid
ORD-1011,CUST-550,Elena Radu,Pasta Paradise,Garlic Bread|Fettuccine Alfredo,48 RON,28,3,,completed,2026-04-05,YYYY-MM-DD
ORD-1059,CUST-526,Laura Constantinescu,Pizza Palace,Garlic Dip,8 RON,31,3,,completed,2026-04-21,YYYY-MM-DD
ORD-1060,CUST-524,Ruxandra Mihail,BBQ Barn,Coleslaw|Pulled Pork|BBQ Ribs,107 RON,55,2,WELCOME10,completed,2026-04-28,YYYY-MM-DD
ORD-1061,CUST-505,Stefan Iorga,Pasta Paradise,Spaghetti Carbonara|Tiramisu,56 RON,33,,,completed,2026-04-10,YYYY-MM-DD
ORD-1062,CUST-501,Ioana Marin,SUSHI HOUSE , Sashimi Platter,45 ron,50,, WELCOME10,completed,04/11/2026,MM/DD/YYYY
ORD-1063,CUST-548,Ioana Marin,Taco Fiesta,Guacamole|Chicken Taco|Nachos,44 RON,52,5,,completed,2026-05-01,YYYY-MM-DD
ORD-1064,CUST-514,Stefan Iorga,Pasta Paradise,Tiramisu|Spaghetti Carbonara|Fettuccine Alfredo,92 RON,195,,,completed,2026-04-01,YYYY-MM-DD
ORD-1065,CUST-503,Ioana Marin,Pizza Palace,Margherita Pizza|Garlic Dip|Pepperoni Pizza,83 RON,29,1,SUPERFREE,completed,2026-04-24,YYYY-MM-DD
ORD-1066,CUST-527,Stefan Iorga,BBQ Barn,BBQ Ribs|Iced Tea|Coleslaw,71 RON,not-a-number,4,WELCOME10,completed,2026-04-24,YYYY-MM-DD
ORD-1067,CUST-547,Diana Voinea,BBQ Barn,Pulled Pork|BBQ Ribs,97 RON,300,4,,completed,2026-04-09,YYYY-MM-DD
ORD-1068,CUST-520,Diana Voinea,Salad Station,Greek Salad|Quinoa Bowl|Caesar Salad,70 RON,44,5,,completed,2026-04-21,YYYY-MM-DD
ORD-1069,CUST-521,Elena Radu, Wok Express ,green tea|  Dumplings  , 21 ,21,4,, completed,04/13/2026,MM/DD/YYYY
ORD-1070,CUST-532,Carmen Ungureanu,Sushi House,Tuna Roll|Green Tea|Miso Soup,31 RON,not-a-number,,SAVE20,completed,2026-04-23,YYYY-MM-DD
ORD-1071,CUST-512,Ruxandra Mihail,Burger Planet,Cola,8 RON,33,4,,completed,2026-04-04,YYYY-MM-DD
ORD-1072,CUST-540,Carmen Ungureanu,Taco Fiesta,Guacamole|Nachos,30 RON,47,4,,completed,2026-04-12,YYYY-MM-DD
ORD-1073,CUST-536,Ruxandra Mihail,Burger Planet,Chicken Burger,28 RON,21,1,WELCOME10,completed,2026-04-19,YYYY-MM-DD
ORD-1074,CUST-512,Ioana Marin,Wok Express,Kung Pao Chicken|Fried Rice|Spring Rolls,66 RON,155,,,completed,2026-04-22,YYYY-MM-DD
ORD-1075,CUST-542,Bogdan Florea,Pasta Paradise,Spaghetti Carbonara,38 RON,,,SUPERFREE,cancelled,2026-04-08,YYYY-MM-DD
ORD-1076,CUST-549,Stefan Iorga,Curry Corner,Chicken Tikka,32 RON,22,3,WELCOME10,completed,2026-04-27,YYYY-MM-DD
ORD-1077,CUST-521,Ana Popescu,Taco Fiesta,Salsa|Guacamole|Beef Taco,33 RON,58,3,,completed,2026-04-01,YYYY-MM-DD
ORD-1078,CUST-504,Bogdan Florea,Sushi House,Sashimi Platter,,43,3,,completed,2026-04-10,YYYY-MM-DD
ORD-1079,CUST-504,Carmen Ungureanu,Sushi House,Tuna Roll|Green Tea|Salmon Roll,39 RON,56,,SUPERFREE,completed,2026-04-26,YYYY-MM-DD
ORD-1080,CUST-508,Laura Constantinescu,Curry Corner,Mango Lassi,12 RON,23,2,,completed,2026-04-24,YYYY-MM-DD
ORD-1081,CUST-507,Stefan Iorga,sushi house,Miso Soup |green tea|salmon roll,RON 33,60,3,firstorder, completed,2026-13-45,invalid
ORD-1082,CUST-540,Cristian Matei,Salad Station,Caesar Salad|Greek Salad,42 RON,39,,SAVE20,cancelled,2026-04-07,YYYY-MM-DD
ORD-1083,CUST-540,Bogdan Florea, Curry Corner , Chicken Tikka|Naan Bread , 40 ,,,,cancelled,2026-04-09,YYYY-MM-DD
ORD-1084,CUST-541,Laura Constantinescu,Wok Express,Kung Pao Chicken|Fried Rice|Green Tea,57 RON,43,3,,completed,2026-04-28,YYYY-MM-DD
ORD-1085,CUST-502,Bogdan Florea,Taco Fiesta,Limeade,7 RON,60,,FIRSTORDER,refunded,2026-04-05,YYYY-MM-DD
ORD-1086,CUST-530,Laura Constantinescu,Taco Fiesta,Limeade|Beef Taco|Chicken Taco,free,-12,5,,completed,2026-04-29,YYYY-MM-DD
ORD-1087,CUST-505,Ruxandra Mihail,Taco Fiesta,Salsa,6 RON,28,4,,completed,2026-04-23,YYYY-MM-DD
ORD-1088,CUST-512,Maria Popa, Sushi House ,  Green Tea  ,5.00RON,,,,cancelled,2026/04/30,YYYY/MM/DD
ORD-1089,CUST-521,Vlad Dima,WOK EXPRESS,  Fried Rice  |dumplings,RON 34,20,3,,completed,not-a-date,invalid
ORD-1090,CUST-537,Mihai Ionescu,SALAD STATION ,Quinoa Bowl| Fruit Cup,43 RON,34,4,,completed,not-a-date,invalid
ORD-1091,CUST-510,Stefan Iorga,Pizza Palace,Cola,8 RON,-12,,LOYALTY5,completed,2026-04-03,YYYY-MM-DD
ORD-1092,CUST-534,Diana Voinea,Wok Express,Kung Pao Chicken,34 RON,60,2,,completed,2026-04-03,YYYY-MM-DD
ORD-1093,CUST-513,Mihai Ionescu,  pasta paradise  ,Mineral Water, 5 ,57,4,,completed,,missing
ORD-1094,CUST-512,Mihai Ionescu,Curry Corner,Chicken Tikka|Lamb Biryani,70 RON,38,4,,completed,2026-04-02,YYYY-MM-DD
ORD-1095,CUST-545,Bogdan Florea,Burger Planet,Double Burger,32 RON,182,2,WELCOME10,completed,2026-04-15,YYYY-MM-DD
ORD-1096,CUST-531,,Pasta Paradise,Fettuccine Alfredo|Spaghetti Carbonara,74 RON,35,2,SAVE20,completed,2026-05-01,YYYY-MM-DD
ORD-1097,CUST-529,Carmen Ungureanu,Pasta Paradise,Garlic Bread|Mineral Water,17 RON,58,4,,completed,2026-04-13,YYYY-MM-DD
ORD-1098,CUST-512,Ana Popescu,TACO FIESTA,Nachos|salsa,24.00RON,24,4,SUPERFREE ,completed,,missing
ORD-1099,CUST-550,Ioana Marin,Dessert Den,Brownie|Cheesecake,35 RON,59,5,FIRSTORDER,completed,2026-04-11,YYYY-MM-DD
ORD-1100,CUST-530,Ioana Marin,Curry Corner,Mango Lassi,12 RON,30,3,,completed,2026-04-07,YYYY-MM-DD
ORD-1101,CUST-549,Stefan Iorga,Pizza Palace,Garlic Dip|Margherita Pizza,43 RON,34,,SUPERFREE,completed,2026-04-05,YYYY-MM-DD
ORD-1102,CUST-501,Stefan Iorga,Burger Planet,Cheeseburger|Onion Rings|Fries,51 RON,54,1,,completed,2026-04-26,YYYY-MM-DD
ORD-1103,CUST-513,Maria Popa,Pizza Palace,Margherita Pizza|Cola|Breadsticks,53 RON,43,,,completed,2026-04-07,YYYY-MM-DD
ORD-1104,CUST-506,Ana Popescu,Burger Planet,Onion Rings|Chicken Burger|Cheeseburger,,,,SUPERFREE,cancelled,2026-04-09,YYYY-MM-DD
ORD-1105,CUST-542,Ruxandra Mihail,Dessert Den,Cheesecake|Coffee,28 RON,38,,,cancelled,2026-04-25,YYYY-MM-DD
ORD-1106,CUST-547,,Burger Planet,Fries,12 RON,58,2,SAVE20,completed,2026-04-18,YYYY-MM-DD
ORD-1107,CUST-505,Ioana Marin,Dessert Den,Chocolate Cake,22 RON,153,3,,completed,2026-04-17,YYYY-MM-DD
ORD-1108,CUST-515,,Curry Corner,Lamb Biryani,38 RON,296,1,,completed,2026-04-08,YYYY-MM-DD
ORD-1109,CUST-548,Elena Radu,Pizza Palace,Garlic Dip|Margherita Pizza,43 RON,not-a-number,4,,completed,2026-04-26,YYYY-MM-DD
ORD-1110,CUST-541,Ana Popescu,Pizza Palace,Breadsticks|Margherita Pizza,45 RON,39,2,LOYALTY5,completed,2026-04-29,YYYY-MM-DD
ORD-1111,CUST-549,Cristian Matei,Pizza Palace,Margherita Pizza,35 RON,50,0,,completed,2026-04-08,YYYY-MM-DD
ORD-1112,CUST-542,Andrei Stan,Taco Fiesta,Beef Taco|Nachos|Limeade,40 RON,21,,,completed,2026-04-23,YYYY-MM-DD
ORD-1113,CUST-522,Alexandru Dumitru,Pasta Paradise,Fettuccine Alfredo,36 RON,42,4,SUPERFREE,completed,2026-04-30,YYYY-MM-DD
ORD-1114,CUST-505,Ana Popescu,BBQ Barn,Pulled Pork|Cornbread,50 RON,48,3,LOYALTY5,completed,2026-04-14,YYYY-MM-DD
ORD-1115,CUST-544,,burger planet,Cheeseburger|  Chicken Burger  ,53 RON,33,4,,completed,not-a-date,invalid
ORD-1116,CUST-548,Vlad Dima,pasta paradise,mineral water| Spaghetti Carbonara, 43 ,46,3,,completed,05/01/2026,MM/DD/YYYY
ORD-1117,CUST-527,Alexandru Dumitru,Salad Station,Greek Salad,20 RON,not-a-number,4,,completed,2026-04-13,YYYY-MM-DD
ORD-1118,CUST-505,Andrei Stan,Pasta Paradise,Mineral Water,5 RON,35,4,,completed,2026-04-13,YYYY-MM-DD
ORD-1119,CUST-513,Ioana Marin,Curry Corner,Naan Bread|Samosa|Mango Lassi,30 RON,60,,,cancelled,2026-04-25,YYYY-MM-DD
ORD-1120,CUST-549,Ana Popescu,BBQ Barn,Cornbread|Iced Tea,14 RON,24,,,completed,2026-04-13,YYYY-MM-DD
ORD-1121,CUST-534,Ioana Marin,SUSHI HOUSE,  Salmon Roll  |Sashimi Platter |  Green Tea  ,68 RON,,,,refunded,2026-04-12,YYYY-MM-DD
ORD-1122,CUST-526,Elena Radu,Dessert Den,Ice Cream Sundae,18 RON,37,,,cancelled,2026-04-01,YYYY-MM-DD
ORD-1123,CUST-508,Elena Radu,sushi house,  Green Tea  |tuna roll,RON 21,24,3,,completed,04/10/2026,MM/DD/YYYY
ORD-1124,CUST-531,Ioana Marin,Pizza Palace,Cola|Margherita Pizza,43 RON,50,,,completed,2026-04-29,YYYY-MM-DD
ORD-1125,CUST-511,Carmen Ungureanu,Taco Fiesta,Limeade,7 RON,35,3,,completed,2026-04-01,YYYY-MM-DD
ORD-1126,CUST-510,Alexandru Dumitru,Burger Planet,Chicken Burger|Cheeseburger|Milkshake,,55,,LOYALTY5,cancelled,2026-04-25,YYYY-MM-DD
ORD-1127,CUST-506,Elena Radu,Pasta Paradise,Mineral Water,5 RON,22,3,,completed,2026-04-05,YYYY-MM-DD
ORD-1128,CUST-536,Maria Popa,SUSHI HOUSE ,tuna roll|Green Tea,21.00RON,56,5,,completed,04/16/2026,MM/DD/YYYY
ORD-1129,CUST-546,Elena Radu,wok express,Kung Pao Chicken|  Fried Rice  | Dumplings, 68 ,26,4,,completed,13-04-2026,DD-MM-YYYY
ORD-1130,CUST-530,Vlad Dima,Curry Corner,Mango Lassi|Samosa,22 RON,30,4,,completed,2026-04-08,YYYY-MM-DD
ORD-1131,CUST-545,Laura Constantinescu,pasta paradise, Garlic Bread| Fettuccine Alfredo|mineral water,RON 53,30,,,,29-04-2026,DD-MM-YYYY
ORD-1126,CUST-511,Ana Popescu,Burger Planet,Chicken Burger|Cheeseburger|Fries,65 RON,41,5,FIRSTORDER,completed,2026-04-17,YYYY-MM-DD
ORD-1133,CUST-501,Elena Radu,Burger Planet,Fries|Cheeseburger,37 RON,31,2,FIRSTORDER,completed,2026-04-18,YYYY-MM-DD
ORD-1134,CUST-513,Ana Popescu,BBQ Barn,BBQ Ribs|Cornbread,63 RON,27,4,,completed,2026-04-04,YYYY-MM-DD
ORD-1135,CUST-547,Stefan Iorga,Wok Express,Dumplings|Kung Pao Chicken|Spring Rolls,64 RON,36,4,,completed,2026-04-15,YYYY-MM-DD
ORD-1136,CUST-530,Maria Popa,Wok Express,Dumplings|Spring Rolls,free,31,1,,completed,2026-05-01,YYYY-MM-DD
ORD-1137,CUST-542,Diana Voinea,Pizza Palace,Breadsticks,10 RON,43,,,completed,2026-04-08,YYYY-MM-DD
ORD-1138,CUST-521,Alexandru Dumitru,Salad Station,Quinoa Bowl,28 RON,28,,,completed,2026-04-18,YYYY-MM-DD
ORD-1139,CUST-506,Ruxandra Mihail,Pizza Palace,Cola|Margherita Pizza,43 RON,43,,,completed,2026-04-20,YYYY-MM-DD
ORD-1140,CUST-540,Ruxandra Mihail,Salad Station,Quinoa Bowl,28 RON,32,,,completed,2026-04-21,YYYY-MM-DD
ORD-1141,CUST-544,,BBQ Barn,Cornbread|Coleslaw,18 RON,26,2,,completed,2026-04-29,YYYY-MM-DD
ORD-1142,CUST-529,Maria Popa,BBQ Barn,BBQ Ribs,55 RON,56,5,,completed,2026-04-24,YYYY-MM-DD
ORD-1143,CUST-516,Vlad Dima,Dessert Den,Coffee|Brownie,23 RON,27,5,FIRSTORDER,completed,2026-04-13,YYYY-MM-DD
ORD-1033,CUST-550,Andrei Stan,BBQ Barn,Coleslaw|BBQ Ribs,65 RON,53,,LOYALTY5,completed,2026-04-25,YYYY-MM-DD
ORD-1145,CUST-546,Maria Popa,Pizza Palace,Breadsticks,10 RON,54,1,FIRSTORDER,completed,2026-04-16,YYYY-MM-DD
ORD-1146,CUST-503,Bogdan Florea,Taco Fiesta,Guacamole|Limeade|Beef Taco,34 RON,20,5,,completed,2026-04-14,YYYY-MM-DD
ORD-1137,CUST-510,Maria Popa,BBQ Barn,BBQ Ribs|Coleslaw|Pulled Pork,,25,,,refunded,2026-04-12,YYYY-MM-DD
ORD-1148,CUST-531,Maria Popa,Burger Planet,Chicken Burger|Double Burger|Onion Rings,74 RON,50,5,,completed,2026-04-20,YYYY-MM-DD
ORD-1149,CUST-508,Laura Constantinescu,Taco Fiesta,Beef Taco,,,,,refunded,2026-04-03,YYYY-MM-DD
ORD-1150,CUST-519,Diana Voinea,Pasta Paradise,Spaghetti Carbonara|Garlic Bread|Tiramisu,68 RON,252,2,LOYALTY5,completed,2026-04-14,YYYY-MM-DD
ORD-1151,CUST-535,Ruxandra Mihail,Pasta Paradise,Garlic Bread,12 RON,32,,,completed,2026-04-24,YYYY-MM-DD
ORD-1152,CUST-546,Laura Constantinescu, BBQ Barn ,Cornbread| Coleslaw,  18  ,60,,,completed,not-a-date,invalid
ORD-1095,CUST-550,Carmen Ungureanu,Wok Express,Spring Rolls|Green Tea,19 RON,59,,,completed,2026-04-02,YYYY-MM-DD
ORD-1154,CUST-534,Bogdan Florea,Salad Station,Quinoa Bowl|Fresh Juice|Fruit Cup,55 RON,41,5,,completed,2026-04-26,YYYY-MM-DD
ORD-1155,CUST-539,Vlad Dima, Sushi House ,Tuna Roll ,RON 16,34,4,,COMPLETED,09-04-2026,DD-MM-YYYY
ORD-1067,CUST-530,Andrei Stan,BBQ Barn,BBQ Ribs,55 RON,59,,LOYALTY5,refunded,2026-04-09,YYYY-MM-DD
ORD-1157,CUST-518,Elena Radu,Sushi House,Miso Soup|Tuna Roll,26 RON,39,,,completed,2026-04-15,YYYY-MM-DD
ORD-1158,CUST-516,Elena Radu,Sushi House,Edamame|Miso Soup,22 RON,259,2,FIRSTORDER,completed,2026-04-01,YYYY-MM-DD
ORD-1159,CUST-514,Bogdan Florea,Sushi House,Edamame|Miso Soup|Tuna Roll,38 RON,50,3,LOYALTY5,completed,2026-04-28,YYYY-MM-DD
ORD-1104,CUST-545,Laura Constantinescu,Pizza Palace,Cola,8 RON,48,2,,completed,2026-04-14,YYYY-MM-DD
ORD-1039,CUST-504,Maria Popa,Sushi House,Sashimi Platter|Edamame,N/A,39,1,,completed,2026-04-22,YYYY-MM-DD
ORD-1162,CUST-508,Ana Popescu,Wok Express,Kung Pao Chicken|Dumplings|Fried Rice,68 RON,42,2,,completed,2026-04-22,YYYY-MM-DD
ORD-1163,CUST-526,Ioana Marin,Taco Fiesta,Salsa,6 RON,24,4,FIRSTORDER,completed,2026-04-10,YYYY-MM-DD
ORD-1164,CUST-532,Andrei Stan,Salad Station,Quinoa Bowl,28 RON,50,6,,completed,2026-04-18,YYYY-MM-DD
ORD-1165,CUST-544,Ruxandra Mihail,CURRY CORNER ,Mango Lassi |Samosa| Naan Bread, 30 ,57,5,,completed,2026-13-45,invalid
ORD-1166,CUST-505,Ioana Marin,Pasta Paradise,Tiramisu|Fettuccine Alfredo,54 RON,29,,LOYALTY5,completed,2026-04-08,YYYY-MM-DD
ORD-1167,CUST-508,Ruxandra Mihail,Pasta Paradise,Tiramisu|Spaghetti Carbonara,56 RON,fast,2,,completed,2026-04-23,YYYY-MM-DD
ORD-1168,CUST-550,Stefan Iorga,Curry Corner,Mango Lassi,12 RON,-12,2,,completed,2026-04-30,YYYY-MM-DD
ORD-1169,CUST-527,Mihai Ionescu, Dessert Den ,Chocolate Cake |  Coffee  ,30 RON,42,,,completed,,missing
ORD-1170,CUST-524,Bogdan Florea,Wok Express,Kung Pao Chicken,34 RON,60,2,FIRSTORDER,completed,2026-04-14,YYYY-MM-DD
ORD-1171,CUST-511,Elena Radu,Salad Station,Caesar Salad|Quinoa Bowl,50 RON,28,5,,completed,2026-04-08,YYYY-MM-DD
ORD-1172,CUST-537,Bogdan Florea,Salad Station,Greek Salad|Caesar Salad,42 RON,23,1,,completed,2026-04-08,YYYY-MM-DD
ORD-1173,CUST-518,Alexandru Dumitru,Burger Planet,Fries|Milkshake,27 RON,21,1,LOYALTY5,completed,2026-04-30,YYYY-MM-DD
ORD-1174,CUST-535,Ruxandra Mihail,Pizza Palace,Margherita Pizza,35 RON,23,5,SAVE20,completed,2026-04-12,YYYY-MM-DD
ORD-1175,CUST-548,Alexandru Dumitru,Pasta Paradise,Mineral Water|Tiramisu|Fettuccine Alfredo,59 RON,24,5,FIRSTORDER,completed,2026-04-30,YYYY-MM-DD
ORD-1176,CUST-523,Carmen Ungureanu,salad station,quinoa bowl|Caesar Salad |Greek Salad,70 RON,50,,welcome10,done,2026/04/24,YYYY/MM/DD
ORD-1177,CUST-518,Maria Popa,BBQ Barn,Iced Tea,6 RON,55,5,FIRSTORDER,completed,2026-04-16,YYYY-MM-DD
ORD-1074,CUST-543,Maria Popa,Taco Fiesta,Nachos|Guacamole|Limeade,37 RON,31,,WELCOME10,completed,2026-04-19,YYYY-MM-DD
ORD-1179,CUST-538,Andrei Stan, Curry Corner ,  Lamb Biryani  ,38 RON,60,five,SUPERFREE ,completed,04/26/2026,MM/DD/YYYY
ORD-1180,CUST-533,Ioana Marin,Dessert Den,Coffee|Chocolate Cake|Ice Cream Sundae,48 RON,300,2,,completed,2026-04-22,YYYY-MM-DD
ORD-1181,CUST-531,,BBQ Barn,Iced Tea,6 RON,42,,,completed,2026-04-07,YYYY-MM-DD
ORD-1182,CUST-501,Ruxandra Mihail,Salad Station,Fruit Cup,15 RON,23,1,SUPERFREE,completed,2026-04-17,YYYY-MM-DD
ORD-1183,CUST-515,Andrei Stan,Burger Planet,Milkshake,15 RON,25,3,,completed,2026-04-24,YYYY-MM-DD
